Front	Back	Tags
<b>En la lámina basal se encuentra como principal constituyente:</b><br><br>A. Colágeno IV.<br>B. Colágeno III.<br>C. Colágeno II.<br>D. Colágeno IX.<br>	"<b style=""color:green;'>✅ A. Colágeno IV.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se afirma que los conexones:</b><br><br>A. Son estructuras dinámicas.<br>B. Forman un canal para el paso de macromoléculas.<br>C. Resultan de la asociación de cuatro proteínas idénticas.<br>D. Están formados por microfilamentos.<br>	"<b style=""color:green;'>✅ A. Son estructuras dinámicas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una característica de las membranas celulares procariontes es:</b><br><br>A. Su impermeabilidad y, por lo tanto, el nulo pasaje de iones.<br>B. Estar formada por peptidoglicano.<br>C. Ser una monocapa de fosfolípidos.<br>D. Poseer complejos proteicos con actividad metabólica.<br>	"<b style=""color:green;'>✅ D. Poseer complejos proteicos con actividad metabólica.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En el proteoplasma de una bacteria, podemos encontrar:</b><br><br>A. Ribosomas 80S.<br>B. Mitocondrias.<br>C. Lisosomas.<br>D. Ácidos nucleicos.<br>	"<b style=""color:green;'>✅ D. Ácidos nucleicos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La función del colesterol en la membrana plasmática es:</b><br><br>A. Modular la fluidez de la membrana.<br>B. Mediar el proceso de exocitosis.<br>C. Facilitar la transferencia de iones a través de la membrana.<br>D. Formar parte de las proteínas periféricas.<br>	"<b style=""color:green;'>✅ A. Modular la fluidez de la membrana.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a la $Na^{+}/K^{+}$-ATPasa, se afirma que:</b><br><br>A. Transporta $Na^{+}$ y $K^{+}$ bidireccionalmente sin gasto de energía.<br>B. Transporta $Na^{+}$ hacia el exterior y $K^{+}$ hacia el interior, en contra del gradiente electroquímico.<br>C. Transporta $Na^{+}$ y $K^{+}$ al exterior, a favor del gradiente electroquímico.<br>D. Transporta $Na^{+}$ y $K^{+}$ al interior de la célula, con gasto de energía.<br>	"<b style=""color:green;'>✅ B. Transporta $Na^{+}$ hacia el exterior y $K^{+}$ hacia el interior, en contra del gradiente electroquímico.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La conexión entre dos células epiteliales denominada en hendidura hace referencia a:</b><br><br>A. La unión comunicante.<br>B. El desmosoma.<br>C. La unión oclusiva.<br>D. El cinturón adhesivo.<br>	"<b style=""color:green;'>✅ A. La unión comunicante.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se puede afirmar que la estructura terciaria de una proteína es:</b><br><br>A. Un conjunto de aminoácidos consecutivos unidos entre sí por puentes de hidrógeno.<br>B. La conformación tridimensional específica adoptada por una proteína.<br>C. La interacción de múltiples cadenas polipeptídicas para formar una estructura funcional.<br>D. La presencia de modificaciones postraduccionales en una proteína.<br>	"<b style=""color:green;'>✅ B. La conformación tridimensional específica adoptada por una proteína.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una semejanza entre la celulosa y el almidón es que:</b><br><br>A. Están formados por el mismo monosacárido, la galactosa.<br>B. Están presentes en células eucariotas animales.<br>C. Son homopolisacáridos.<br>D. Forman parte del glucocálix<br>	"<b style=""color:green;'>✅ C. Son homopolisacáridos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las propiedades dinámicas de las membranas celulares están dadas por:</b><br><br>A. La simetría entre ambas caras<br>B. La presencia de lípidos inmóviles sin desplazamiento.<br>C. El gradiente de concentración de iones sodio y potasio.<br>D. La rotación y el movimiento lateral de los fosfolípidos.<br>	"<b style=""color:green;'>✅ D. La rotación y el movimiento lateral de los fosfolípidos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Los filamentos de actina contribuyen a la motilidad celular:</b><br><br>A. Mediante el transporte de organoides.<br>B. Al formar el eje de los cilios.<br>C. A través de la formación de lamelipodios y filopodios.<br>D. Al unirse con microtúbulos en el axón.<br>	"<b style=""color:green;'>✅ C. A través de la formación de lamelipodios y filopodios.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Acerca de los glicolípidos, es correcto afirmar que:</b><br><br>A. Se clasifican en cerebrósidos y gangliósidos.<br>B. Mayoritariamente son esfingolípidos.<br>C. Los gangliósidos se forman por la unión de una glucosa o galactosa y una ceramida.<br>D. Son lípidos que derivan del ciclopentanoperhidrofenantreno.<br>	"<b style=""color:green;'>✅ A. Se clasifican en cerebrósidos y gangliósidos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En la fase fluida de la matriz extracelular se pueden encontrar:</b><br><br>A. Los proteoglicanos.<br>B. La fibronectina.<br>C. El colágeno.<br>D. La laminina.<br>	"<b style=""color:green;'>✅ A. Los proteoglicanos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación al colesterol en la membrana plasmática, se afirma que:</b><br><br>A. Forma parte de las proteínas periféricas.<br>B. Regula la fluidez de la membrana.<br>C. Facilita la transferencia de iones a través de la membrana.<br>D. Media el proceso de exocitosis.<br>	"<b style=""color:green;'>✅ B. Regula la fluidez de la membrana.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Si dos organismos son de la misma Clase, comparten sí o sí:</b><br><br>A. El Orden.<br>B. El Phylum.<br>C. El Género.<br>D. La Especie.<br>	"<b style=""color:green;'>✅ B. El Phylum.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Las células procariotas poseen membranas que:</b><br><br>A. Están involucradas en la endocitosis y la exocitosis.<br>B. Presentan actividad metabólica en sus complejos proteicos.<br>C. Son impermeables al paso de iones.<br>D. Son simétricas en ambas caras, la interna y la externa.<br>	"<b style=""color:green;'>✅ B. Presentan actividad metabólica en sus complejos proteicos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación al protoplasma, se afirma que puede contener:</b><br><br>A. Lisosomas.<br>B. Mitocondrias.<br>C. Ácidos nucleicos.<br>D. Ribosomas 80S.<br>	"<b style=""color:green;'>✅ C. Ácidos nucleicos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se afirma que la difusión simple:</b><br><br>A. Se produce mediante proteínas transportadoras.<br>B. Utiliza vesículas transportadoras.<br>C. Es un mecanismo de transporte activo.<br>D. Permite que moléculas pequeñas y sin carga atraviesen la membrana plasmática.<br>	"<b style=""color:green;'>✅ D. Permite que moléculas pequeñas y sin carga atraviesen la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una similitud entre el almidón y la celulosa es que:</b><br><br>A. Forman parte del glucocálix.<br>B. Son homopolisacáridos.<br>C. Están presentes en células eucariotas animales.<br>D. Están formados por el mismo monosacárido, la galactosa.<br>	"<b style=""color:green;'>✅ B. Son homopolisacáridos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La estructura terciaria de una proteína se puede definir como:</b><br><br>A. Un conjunto de aminoácidos consecutivos unidos entre sí por puentes de hidrógeno.<br>B. La conformación tridimensional específica adoptada por una proteína.<br>C. La interacción de múltiples cadenas polipeptídicas para formar una estructura funcional.<br>D. La presencia de modificaciones postraduccionales en una proteína.<br>	"<b style=""color:green;'>✅ B. La conformación tridimensional específica adoptada por una proteína.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Respecto de los conexones:</b><br><br>A. Resultan de la asociación de cuatro proteínas idénticas.<br>B. Están formados por microfilamentos.<br>C. Forman un canal para el paso de macromoléculas.<br>D. Son estructuras dinámicas.<br>	"<b style=""color:green;'>✅ D. Son estructuras dinámicas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>El principal constituyente de la membrana basal es:</b><br><br>A. Colágeno IX.<br>B. Colágeno IV.<br>C. Colágeno III.<br>D. Colágeno II.<br>	"<b style=""color:green;'>✅ B. Colágeno IV.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La conexión existente entre dos células epiteliales está conformada por:</b><br><br>A. La unión oclusiva.<br>B. El cinturón adhesivo.<br>C. La unión gap.<br>D. El desmosoma.<br>	"<b style=""color:green;'>✅ C. La unión gap.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Una función asociada con el RER es:</b><br><br>A. Detoxificación.<br>B. Desfosforilación de glucosa 6-fosfato.<br>C. Síntesis de proteínas.<br>D. Secreción de hormonas esteroideas.<br>	"<b style=""color:green;'>✅ C. Síntesis de proteínas.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Un elemento de la fase fluida de la matriz extracelular es:</b><br><br>A. La laminina.<br>B. El proteoglicano.<br>C. El colágeno.<br>D. La fibronectina.<br>	"<b style=""color:green;'>✅ B. El proteoglicano.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>La contribución de los filamentos de actina a la motilidad celular tiene lugar:</b><br><br>A. Por unión con microtúbulos en el axón.<br>B. Al formar el eje de los cilios.<br>C. Mediante el transporte de organoides.<br>D. A través de la formación de lamelipodios y filopodios.<br>	"<b style=""color:green;'>✅ D. A través de la formación de lamelipodios y filopodios.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Con relación a la lámina nuclear, se afirma que:</b><br><br>A. Está formada por neurofilamentos.<br>B. Provee forma y resistencia mecánica a la envoltura nuclear.<br>C. Transporta macromoléculas hacia el núcleo.<br>D. Regula la replicación del ADN.<br>	"<b style=""color:green;'>✅ B. Provee forma y resistencia mecánica a la envoltura nuclear.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se afirma que los glicolípidos:</b><br><br>A. Son lípidos que derivan del ciclopentanoperhidrofenantreno.<br>B. Los gangliósidos se forman por la unión de una glucosa o galactosa y una ceramida.<br>C. Mayoritariamente son esfingolípidos.<br>D. Se clasifican en cerebrósidos y gangliósidos.<br>	"<b style=""color:green;'>✅ D. Se clasifican en cerebrósidos y gangliósidos.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En condiciones normales, la bomba $Na^{+}/K^{+}$-ATPasa transporta:</b><br><br>A. $$Na^{+}$ y $K^{+}$ bidireccionalmente a favor del gradiente electroquímico.<br>B. $$Na^{+}$ y $K^{+}$ al interior de la célula, con gasto de energía.<br>C. $$Na^{+}$ y $K^{+}$ bidireccionalmente, sin gasto de energía.<br>D. $$Na^{+}$ hacia el exterior y $K^{+}$ hacia el interior, en contra del gradiente electroquímico.<br>	"<b style=""color:green;'>✅ D. $$Na^{+}$ hacia el exterior y $K^{+}$ hacia el interior, en contra del gradiente electroquímico.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>Se afirma que la viscosidad del citosol:</b><br><br>A. Influye sobre la difusión y el transporte de moléculas y organelas a través del citoplasma.<br>B. Carece de efecto sobre la eficiencia de las reacciones metabólicas ya que no influye en el entorno químico.<br>C. Permanece constante entre diferentes tipos de células y no está influenciada por el estado fisiológico.<br>D. Es idéntica a la del agua pura debido a la ausencia de macromoléculas.<br>	"<b style=""color:green;'>✅ A. Influye sobre la difusión y el transporte de moléculas y organelas a través del citoplasma.</b><br><br><i>Apariciones: 1 veces (2024)</i>"	Fermepin2024 Unica
<b>En la célula, la principal función de los ácidos nucleicos es:</b><br><br>A. Funcionar como cofactor de una enzima.<br>B. Delimitar las organelas.<br>C. Conformar las estructuras a través de las que se transportan solutos.<br>D. Contener la información genética.<br>	"<b style=""color:green;'>✅ D. Contener la información genética.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La membrana de los autofagosomas proviene del:</b><br><br>A. REL.<br>B. RER.<br>C. Complejo de Golgi.<br>D. Lisosoma.<br>	"<b style=""color:green;'>✅ A. REL.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los dermatán y queratán sulfatos que constituyen la matriz extracelular son glicosaminoglicanos:</b><br><br>A. Sin carga, y por lo tanto atraen sustancias hidrofóbicas.<br>B. Anfóteros, y atraen cargas positivas y negativas.<br>C. Con carga negativa, y atraen iones como el $Na^{+}$.<br>D. Básicos, y atraen iones como el $Cl^{-}$.<br>	"<b style=""color:green;'>✅ C. Con carga negativa, y atraen iones como el $Na^{+}$.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El ADN y el ARN se distinguen en que:</b><br><br>A. La molécula de ADN presenta polaridad.<br>B. El ADN puede presentar la base nitrogenada timina en su composición.<br>C. El primero está formado por ribonucleótidos.<br>D. El segundo presenta una conformación de doble hélice.<br>	"<b style=""color:green;'>✅ B. El ADN puede presentar la base nitrogenada timina en su composición.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Sobre los canales iónicos, es correcto afirmar que:</b><br><br>A. Son un tipo de transporte activo transmembrana.<br>B. Pueden ser regulados por el potencial de membrana.<br>C. Su mecanismo de transporte es no saturable.<br>D. Están conformados por proteínas periféricas.<br>	"<b style=""color:green;'>✅ B. Pueden ser regulados por el potencial de membrana.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los ácidos grasos pueden ser saturados o insaturados según:</b><br><br>A. Sean anfipáticos.<br>B. Sean más largos o más cortos.<br>C. Presenten dobles enlaces en su estructura.<br>D. Se encuentren esterificados.<br>	"<b style=""color:green;'>✅ C. Presenten dobles enlaces en su estructura.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Las células eucariotas se diferencian de las procariotas en que:</b><br><br>A. En su citoplasma presentan una región llamada nucleoide.<br>B. Presentan cromosomas lineales contenidos en el núcleo.<br>C. Tienen una pared celular formada por fosfolípidos.<br>D. Normalmente las primeras son más pequeñas.<br>	"<b style=""color:green;'>✅ B. Presentan cromosomas lineales contenidos en el núcleo.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Es correcto decir que el enlace glicosídico:</b><br><br>A. Media la unión de bases nitrogenadas entre sí.<br>B. Une monómeros de glucosa para conformar, por ejemplo, el almidón.<br>C. Es una unión de tipo fosfodiéster.<br>D. Permite la unión entre unidades de isopreno para formar los esteroides.<br>	"<b style=""color:green;'>✅ B. Une monómeros de glucosa para conformar, por ejemplo, el almidón.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En la célula muscular, la contracción se produce por la interacción entre:</b><br><br>A. Los microtúbulos y las proteínas motoras.<br>B. Los filamentos intermedios y las integrinas.<br>C. Las fibras colágenas y las proteínas de la matriz extracelular.<br>D. Los filamentos de actina y miosina.<br>	"<b style=""color:green;'>✅ D. Los filamentos de actina y miosina.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Sobre el glucocáliz se puede afirmar que:</b><br><br>A. Presenta funciones de protección mecánica y de reconocimiento entre células.<br>B. Los hidratos de carbono que lo componen se hallan unidos a nucleótidos.<br>C. Se localiza en la cara interna de la membrana plasmática.<br>D. Otorga impermeabilidad a la célula, evitando el paso de moléculas al interior de la misma.<br>	"<b style=""color:green;'>✅ A. Presenta funciones de protección mecánica y de reconocimiento entre células.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de la pinocitosis, es posible afirmar que:</b><br><br>A. Constituye un tipo de exocitosis.<br>B. Puede ser inespecífica o regulada.<br>C. Constituye un medio de defensa para eliminar partículas extrañas.<br>D. Genera prolongaciones de la membrana denominadas pseudópodos.<br>	"<b style=""color:green;'>✅ B. Puede ser inespecífica o regulada.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de los tipos de proteínas que constituyen el citoesqueleto de la célula y sus funciones es cierto que:</b><br><br>A. Las proteínas motoras están encargadas de unirse a otras proteínas y regular su actividad.<br>B. Las proteínas ligadoras permiten el movimiento de los orgánulos dentro de la célula.<br>C. Las proteínas reguladoras controlan la organización y los cambios del citoesqueleto.<br>D. Las proteínas de señalización son responsables de controlar el ensamblaje del citoesqueleto.<br>	"<b style=""color:green;'>✅ C. Las proteínas reguladoras controlan la organización y los cambios del citoesqueleto.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Son ejemplos de materia inerte:</b><br><br>A. El corazón.<br>B. Los linfocitos.<br>C. El retículo endoplasmático liso.<br>D. El sistema circulatorio.<br>	"<b style=""color:green;'>✅ C. El retículo endoplasmático liso.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La difracción de rayos X permite:</b><br><br>A. Ver organelas celulares.<br>B. Identificar los componentes químicos de una muestra.<br>C. Observar la pared celular.<br>D. Conocer la estructura tridimensional del ADN.<br>	"<b style=""color:green;'>✅ D. Conocer la estructura tridimensional del ADN.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una característica que comparten los componentes del sistema de endomembranas es que:</b><br><br>A. Son organelas formadas por una única estructura continua.<br>B. Están formados por una bicapa lipídica.<br>C. Poseen una cara de entrada y una cara de salida.<br>D. Poseen un pH luminal de 5.<br>	"<b style=""color:green;'>✅ B. Están formados por una bicapa lipídica.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los ribosomas eucariotas y procariotas tienen en común que:</b><br><br>A. Ambos pueden hallarse en el citosol de la célula.<br>B. Tienen el mismo coeficiente de sedimentación.<br>C. Ambos se encuentran en el retículo endoplásmico.<br>D. Ambos se unen a ARN mensajeros policistrónicos.<br>	"<b style=""color:green;'>✅ A. Ambos pueden hallarse en el citosol de la célula.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Durante el proceso de ósmosis:</b><br><br>A. El agua atraviesa la membrana tanto por difusión simple como por transporte activo por bombas.<br>B. El agua es transportada de un lado a otro de la membrana junto con solutos disueltos en ella.<br>C. El agua, al ser polar, está impedida de transportarse por difusión simple, por lo que requiere de la difusión facilitada.<br>D. El agua pasa desde la zona de menor concentración de solutos a la zona de mayor concentración de solutos.<br>	"<b style=""color:green;'>✅ D. El agua pasa desde la zona de menor concentración de solutos a la zona de mayor concentración de solutos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Podemos hallar tanto organismos pluricelulares como unicelulares en el reino:</b><br><br>A. Animalia.<br>B. Monera.<br>C. Fungi.<br>D. Plantae.<br>	"<b style=""color:green;'>✅ C. Fungi.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto del glucocáliz, es cierto que:</b><br><br>A. Los hidratos de carbono que lo constituyen se hallan unidos a lípidos y proteínas de la membrana plasmática.<br>B. Se localiza en la cara interna de la membrana plasmática.<br>C. Otorga impermeabilidad a la célula, evitando el paso de moléculas al interior de la misma.<br>D. Entre sus funciones se puede mencionar la determinación de la forma celular.<br>	"<b style=""color:green;'>✅ A. Los hidratos de carbono que lo constituyen se hallan unidos a lípidos y proteínas de la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los autofagosomas rodean el material a degradar con una membrana que se origina en el:</b><br><br>A. Complejo de Golgi.<br>B. Lisosoma.<br>C. REL.<br>D. RER.<br>	"<b style=""color:green;'>✅ C. REL.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Es ejemplo de materia viva:</b><br><br>A. El sistema circulatorio.<br>B. El retículo endoplasmático liso.<br>C. El nitrógeno.<br>D. Un anticuerpo.<br>	"<b style=""color:green;'>✅ A. El sistema circulatorio.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de los compartimentos del sistema de endomembranas, es posible afirmar que:</b><br><br>A. Son organelas formadas por una única estructura continua.<br>B. Poseen una cara de entrada y una cara de salida.<br>C. Poseen un pH luminal de 5.<br>D. Se comunican mediante vesículas transportadoras.<br>	"<b style=""color:green;'>✅ D. Se comunican mediante vesículas transportadoras.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La técnica de difracción de rayos X permite:</b><br><br>A. Observar la pared celular.<br>B. Conocer la estructura tridimensional del ADN.<br>C. Ver organelas celulares.<br>D. Identificar los componentes químicos de una muestra.<br>	"<b style=""color:green;'>✅ B. Conocer la estructura tridimensional del ADN.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El condroitín y heparán sulfatos favorecen la turgencia de la matriz extracelular ya que son moléculas:</b><br><br>A. Básicas que atraen iones como el $Cl^{-}$.<br>B. Con carga negativa que atraen iones como el $Na^{+}$.<br>C. Anfóteras que atraen cargas positivas y negativas.<br>D. Sin carga, y por lo tanto atraen sustancias hidrofóbicas.<br>	"<b style=""color:green;'>✅ B. Con carga negativa que atraen iones como el $Na^{+}$.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Es correcto afirmar que durante la ósmosis, el agua:</b><br><br>A. Atraviesa la membrana por difusión simple y mediante transporte activo por bombas.<br>B. Es transportada junto con solutos disueltos en ella de un lado al otro de la membrana.<br>C. Es transportada desde la zona de menor concentración de solutos a la zona de mayor concentración de solutos.<br>D. Está impedida de transportarse por difusión simple dada su naturaleza polar, por lo que requiere de la difusión facilitada.<br>	"<b style=""color:green;'>✅ C. Es transportada desde la zona de menor concentración de solutos a la zona de mayor concentración de solutos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Un ácido graso es insaturado si:</b><br><br>A. Es anfipático.<br>B. Es corto.<br>C. Presenta dobles enlaces en su estructura.<br>D. Se encuentra esterificado.<br>	"<b style=""color:green;'>✅ C. Presenta dobles enlaces en su estructura.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los ribosomas procariotas se parecen a los eucariotas en que:</b><br><br>A. Ambos se encuentran en el retículo endoplásmico.<br>B. Ambos se unen a ARN mensajeros policistrónicos.<br>C. Ambos pueden hallarse en el citosol de la célula.<br>D. Presentan el mismo coeficiente de sedimentación.<br>	"<b style=""color:green;'>✅ C. Ambos pueden hallarse en el citosol de la célula.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>A diferencia del ADN, el ARN:</b><br><br>A. Presenta polaridad.<br>B. Puede presentar la base nitrogenada timina en su composición.<br>C. Está formado por ribonucleótidos.<br>D. Presenta una conformación de doble hélice.<br>	"<b style=""color:green;'>✅ C. Está formado por ribonucleótidos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En cuanto al enlace glicosídico es correcto que:</b><br><br>A. Une monómeros de glucosa para conformar, por ejemplo, el glucógeno.<br>B. Une bases nitrogenadas entre sí.<br>C. Forma los esteroides al unir unidades de isopreno entre sí.<br>D. Es covalente y de tipo fosfodiéster.<br>	"<b style=""color:green;'>✅ A. Une monómeros de glucosa para conformar, por ejemplo, el glucógeno.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de las cubiertas de COPI y COPII, es cierto que:</b><br><br>A. COPI dirige el transporte de vesículas desde el retículo endoplasmático al núcleo, y COPII al contrario.<br>B. COPI y COPII son responsables del tráfico de vesículas entre el aparato de Golgi y el retículo endoplasmático.<br>C. Se trata de cubiertas lipídicas que guían la fusión de vesículas.<br>D. COPI y COPII son responsables del tráfico de vesículas hacia y desde la membrana plasmática.<br>	"<b style=""color:green;'>✅ B. COPI y COPII son responsables del tráfico de vesículas entre el aparato de Golgi y el retículo endoplasmático.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Podemos hallar tanto organismos unicelulares como pluricelulares en el reino:</b><br><br>A. Protista.<br>B. Plantae.<br>C. Monera.<br>D. Animalia.<br>	"<b style=""color:green;'>✅ A. Protista.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de la fagocitosis, es posible afirmar que:</b><br><br>A. Constituye un tipo de exocitosis.<br>B. Puede ser inespecífica o regulada.<br>C. Comprende el ingreso de líquidos a la célula.<br>D. Es un proceso que genera prolongaciones de la membrana plasmática.<br>	"<b style=""color:green;'>✅ D. Es un proceso que genera prolongaciones de la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La contracción de la célula muscular requiere la interacción de:</b><br><br>A. Las proteínas motoras con los microtúbulos.<br>B. Los filamentos de actina con los de miosina.<br>C. Las proteínas de la matriz extracelular con las fibras colágenas.<br>D. Las integrinas con los filamentos intermedios.<br>	"<b style=""color:green;'>✅ B. Los filamentos de actina con los de miosina.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los ácidos nucleicos cumplen importantes funciones en la célula, tales como:</b><br><br>A. Conformar las estructuras a través de las que se transportan solutos.<br>B. Contener la información genética.<br>C. Funcionar como cofactor de una enzima.<br>D. Delimitar las organela.<br>	"<b style=""color:green;'>✅ B. Contener la información genética.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Es correcto afirmar que todo ser vivo:</b><br><br>A. Posee su material genético disperso en el citosol.<br>B. Es heterótrofo.<br>C. Es pluricelular.<br>D. Presenta irritabilidad.<br>	"<b style=""color:green;'>✅ D. Presenta irritabilidad.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto de las funciones que cumplen en el citoesqueleto, es cierto que las proteínas:</b><br><br>A. Ligadoras permiten el movimiento de los orgánulos dentro de la célula.<br>B. Motoras están encargadas de unirse a otras proteínas y regular su actividad.<br>C. De señalización son responsables de controlar el ensamblaje del citoesqueleto.<br>D. Reguladoras controlan la organización y los cambios del citoesqueleto.<br>	"<b style=""color:green;'>✅ D. Reguladoras controlan la organización y los cambios del citoesqueleto.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una célula muscular se diferencia de una bacteria en que:</b><br><br>A. En su citoplasma presenta una región llamada nucleoide.<br>B. Presenta cromosomas lineales contenidos en el núcleo.<br>C. Tiene una pared celular formada por fosfolípidos.<br>D. Tiene menor tamaño.<br>	"<b style=""color:green;'>✅ B. Presenta cromosomas lineales contenidos en el núcleo.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Dentro de los tipos de transporte transmembrana, la difusión facilitada:</b><br><br>A. Incluye al transporte a través de canales iónicos.<br>B. Requiere energía aportada por el ATP.<br>C. Utiliza proteínas periféricas de membrana llamadas permeasas.<br>D. Es un transporte de tipo inespecífico e insaturable.<br>	"<b style=""color:green;'>✅ A. Incluye al transporte a través de canales iónicos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
